SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_Event_ID,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Source_Tab,Match_Type,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Santa_Recombinant_Full,Santa_Recombinant_List,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,Reaches_End,Reaches_Start,RDP_Recombinant_Full,RDP_Recombinant_List,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,All_Collected_Recombinants,All_Collected_Recombinants_Count,Recombinants_List,Coverage_Percentage,Start_Gap,End_Gap,_Total_Distance,RDP_Match_Types,Tag,Santa_ID,Santa_Breakpoints,Recombinant_Match_Score,Start_End_Diff_Score,RDP_Set,Tag_Specific_Quality_Score,Tag_Rank,Global_Rank,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining
1_Recombination events.csv|9903,9903,1_Recombination events.csv,4968,5703,['46'],1000,0.0002,0.02,0.1,5000,50,2,4968,5700,4968-5700,['46'],['39'],"['21', '11']",0.0,3.0,3.0,99.6,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,🎯 Perfect (1/1),58.92,100.0,1/1,100.0,1.0,1.0,1/1,98.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9903,4968-5703,100.0,99.7,2,100.0,1,1,7,7,10,39,3,32,70.0%,17.9%,✅ Equal,49,14,35
32_Recombination events.csv|9922,9922,32_Recombination events.csv,2814,9393,['3'],1000,0.0002,0.02,0.1,5000,50,1,2814,9393,2814-9393,['3'],['9'],"['19', '21', '8']",0.0,0.0,0.0,100.0,3421.0,855.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,9922,2814-9393,100.0,100.0,1,100.0,1,43,7,7,10,55,3,48,70.0%,12.7%,✅ Equal,65,14,51
33_Recombination events.csv|9696,9696,33_Recombination events.csv,2088,10000,"['13', '43']",1000,0.0002,0.02,0.1,5000,50,1,2086,9996,2086-9996,"['13', '43']",['30'],"['32', '1', '45', '42', '8', '36', '21', '17', '18', '46', '48', '7', '50', '26', '35', '11']",2.0,4.0,6.0,99.94944388270982,2088.0,522.0,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,58.98988877654196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,9696,2088-10000,100.0,99.4,1,100.0,1,44,4,4,7,49,3,45,57.1%,8.2%,✅ Equal,56,8,48
97_Recombination events.csv|9804,9804,97_Recombination events.csv,3501,4794,['33'],1000,0.0002,0.02,0.1,5000,50,2,3502,4794,3502-4794,['33'],['34'],['32'],1.0,0.0,1.0,99.92266047950503,1293.0,323.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,58.984532095901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,9804,3501-4794,100.0,99.9,2,100.0,1,45,4,4,4,29,0,25,100.0%,13.8%,✅ Equal,33,8,25
71_Recombination events.csv|10010,10010,71_Recombination events.csv,2313,7872,"['18', '31']",1000,0.0002,0.02,0.1,5000,50,1,2313,7872,2313-7872,"['18', '31']","['26', '23', '35']","['3', '42', '11']",0.0,0.0,0.0,100.0,4441.0,1110.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,10010,2313-7872,100.0,100.0,1,100.0,1,46,10,10,19,74,9,64,52.6%,13.5%,✅ Equal,93,20,73
83_Recombination events.csv|9955,9955,83_Recombination events.csv,8193,10000,['4'],1000,0.0002,0.02,0.1,5000,50,3,8193,9998,8193-9998,['4'],"['34', '50']",['16'],0.0,2.0,2.0,99.9,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,🎯 Perfect (1/1),58.980000000000004,100.0,1/1,100.0,1.0,1.0,1/1,99.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,9955,8193-10000,100.0,99.8,3,100.0,1,47,9,8,12,42,3,34,75.0%,19.0%,❌ Diff: RDP=9 vs Santa=8,54,17,37
34_Recombination events.csv|9909,9909,34_Recombination events.csv,3471,9870,['7'],1000,0.0002,0.02,0.1,5000,50,5,3466,9866,3466-9866,['7'],['47'],['9'],5.0,4.0,9.0,99.93749023284889,3601.0,900.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,58.98749804656978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,9909,3471-9870,100.0,99.1,5,100.0,1,48,7,7,9,37,2,30,77.8%,18.9%,✅ Equal,46,14,32
36_Recombination events.csv|9917,9917,36_Recombination events.csv,4839,7782,['46'],1000,0.0002,0.02,0.1,5000,50,6,4839,7784,4839-7784,['46'],"['48', '29']",['18'],0.0,2.0,2.0,100.0,2943.0,735.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,9917,4839-7782,100.0,99.8,6,100.0,1,49,9,9,16,42,7,33,56.2%,21.4%,✅ Equal,58,18,40
99_Recombination events.csv|10090,10090,99_Recombination events.csv,7785,10000,['30'],1000,0.0002,0.02,0.1,5000,50,2,7785,10000,7785-10000,['30'],['37'],"['33', '6']",0.0,0.0,0.0,100.0,2215.0,553.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,10090,7785-10000,100.0,100.0,2,100.0,2,50,8,8,13,38,5,30,61.5%,21.1%,✅ Equal,51,16,35
63_Recombination events.csv|9910,9910,63_Recombination events.csv,7338,9534,['40'],1000,0.0002,0.02,0.1,5000,50,1,7337,9534,7337-9534,['40'],"['2', '9']","['36', '31']",1.0,0.0,1.0,100.0,2196.0,549.0,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,9910,7338-9534,100.0,99.9,1,100.0,1,51,3,3,5,36,2,33,60.0%,8.3%,✅ Equal,41,6,35
29_Recombination events.csv|9933,9933,29_Recombination events.csv,8391,10000,['5'],1000,0.0002,0.02,0.1,5000,50,2,8392,9999,8392-9999,['5'],"['9', '2', '48']","['50', '15']",1.0,1.0,2.0,99.9,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,🎯 Perfect (1/1),58.980000000000004,100.0,1/1,100.0,1.0,1.0,1/1,99.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,9933,8391-10000,100.0,99.8,2,100.0,1,52,6,6,6,34,0,28,100.0%,17.6%,✅ Equal,40,12,28
90_Recombination events.csv|9992,9992,90_Recombination events.csv,1686,5652,['49'],1000,0.0002,0.02,0.1,5000,50,5,1686,5651,1686-5651,['49'],['38'],['18'],0.0,1.0,1.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,🎯 Perfect (1/1),59.0,100.0,1/1,100.0,1.0,1.0,1/1,99.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,9992,1686-5652,100.0,99.9,5,100.0,1,53,8,6,15,50,7,44,53.3%,12.0%,❌ Diff: RDP=8 vs Santa=6,65,14,51
89_Recombination events.csv|9888,9888,89_Recombination events.csv,675,1086,['10'],1000,0.0002,0.02,0.1,5000,50,2,670,1084,670-1084,['10'],"['26', '7', '13', '50']","['25', '11', '28', '32', '42']",5.0,2.0,7.0,99.51338199513383,411.0,102.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,58.90267639902677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,9888,675-1086,100.0,99.3,2,100.0,1,54,3,3,5,37,2,34,60.0%,8.1%,✅ Equal,42,6,36
12_Recombination events.csv|9894,9894,12_Recombination events.csv,165,9534,['46'],1000,0.0002,0.02,0.1,5000,50,6,165,9534,165-9534,['46'],"['31', '41', '20', '3']",['34'],0.0,0.0,0.0,100.0,631.0,157.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,9894,165-9534,100.0,100.0,6,100.0,1,55,8,8,14,61,6,53,57.1%,13.1%,✅ Equal,75,16,59
58_Recombination events.csv|9990,9990,58_Recombination events.csv,5538,9258,['9'],1000,0.0002,0.02,0.1,5000,50,1,5534,9260,5534-9260,['9'],['21'],['12'],4.0,2.0,6.0,100.0,3720.0,930.0,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,9990,5538-9258,100.0,99.4,1,100.0,1,56,5,5,5,28,0,23,100.0%,17.9%,✅ Equal,33,10,23
9_Recombination events.csv|9861,9861,9_Recombination events.csv,8619,9465,"['2', '26']",1000,0.0002,0.02,0.1,5000,50,3,8618,9466,8618-9466,"['2', '26']",['13'],['32'],1.0,1.0,2.0,100.0,846.0,211.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9861,8619-9465,100.0,99.8,3,100.0,1,57,10,10,14,52,4,42,71.4%,19.2%,✅ Equal,66,20,46
57_Recombination events.csv|9782,9782,57_Recombination events.csv,1191,10000,"['18', '23']",1000,0.0002,0.02,0.1,5000,50,1,1192,9998,1192-9998,"['18', '23']","['33', '16', '19', '42', '46', '1']",['11'],1.0,2.0,3.0,100.0,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (2/2),59.0,100.0,2/2,100.0,2.0,2.0,2/2,98.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,9782,1191-10000,100.0,99.7,1,100.0,1,58,7,7,10,26,3,19,70.0%,26.9%,✅ Equal,36,14,22
51_Recombination events.csv|9932,9932,51_Recombination events.csv,2016,2652,"['39', '43']",1000,0.0002,0.02,0.1,5000,50,3,2016,2653,2016-2653,"['39', '43']","['29', '7', '47']","['2', '37']",0.0,1.0,1.0,100.0,636.0,159.0,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,9932,2016-2652,100.0,99.9,3,100.0,1,59,8,8,8,51,0,43,100.0%,15.7%,✅ Equal,59,16,43
13_Recombination events.csv|9696,9696,13_Recombination events.csv,9864,10000,['35'],1000,0.0002,0.02,0.1,5000,50,8,9866,10000,9866-10000,['35'],"['48', '36']","['9', '19', '7', '1']",2.0,0.0,2.0,98.52941176470588,136.0,34.0,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,58.705882352941174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,9696,9864-10000,100.0,99.8,8,100.0,2,60,9,9,11,46,2,37,81.8%,19.6%,✅ Equal,57,18,39
14_Recombination events.csv|9946,9946,14_Recombination events.csv,7932,9567,['17'],1000,0.0002,0.02,0.1,5000,50,8,7933,9567,7933-9567,['17'],"['37', '43', '35', '39', '22', '10', '38']","['19', '41', '46']",1.0,0.0,1.0,99.9388379204893,1635.0,408.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,58.98776758409787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,9946,7932-9567,100.0,99.9,8,100.0,1,61,9,8,14,44,5,36,64.3%,18.2%,❌ Diff: RDP=9 vs Santa=8,58,17,41
90_Recombination events.csv|9996,9996,90_Recombination events.csv,4710,5877,['37'],1000,0.0002,0.02,0.1,5000,50,2,4711,5877,4711-5877,['37'],"['40', '25', '19']",['15'],1.0,0.0,1.0,99.91431019708654,1167.0,291.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,58.98286203941731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,9996,4710-5877,100.0,99.9,2,100.0,2,62,8,6,15,50,7,44,53.3%,12.0%,❌ Diff: RDP=8 vs Santa=6,65,14,51
10_Recombination events.csv|9919,9919,10_Recombination events.csv,4734,10000,['48'],1000,0.0002,0.02,0.1,5000,50,2,4735,9998,4735-9998,['48'],"['41', '33']","['17', '8']",1.0,2.0,3.0,99.94303076338778,4734.0,1183.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,58.98860615267756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9919,4734-10000,100.0,99.7,2,100.0,1,63,9,9,20,54,11,45,45.0%,16.7%,✅ Equal,74,18,56
55_Recombination events.csv|10048,10048,55_Recombination events.csv,2499,2739,['18'],1000,0.0002,0.02,0.1,5000,50,6,2500,2740,2500-2740,['18'],"['7', '48', '4', '36', '28', '14', '43', '3', '44', '30', '42', '13']","['37', '23']",1.0,1.0,2.0,99.6,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,🎯 Perfect (1/1),58.92,100.0,1/1,100.0,1.0,1.0,1/1,95.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,10048,2499-2739,100.0,99.8,6,100.0,1,64,7,7,11,51,4,44,63.6%,13.7%,✅ Equal,62,14,48
91_Recombination events.csv|9809,9809,91_Recombination events.csv,993,6297,"['46', '50']",1000,0.0002,0.02,0.1,5000,50,2,994,6296,994-6296,"['46', '50']",['23'],"['29', '37', '42', '1']",1.0,1.0,2.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (2/2),59.0,100.0,2/2,100.0,2.0,2.0,2/2,99.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,9809,993-6297,100.0,99.8,2,100.0,1,65,7,7,8,35,1,28,87.5%,20.0%,✅ Equal,43,14,29
54_Recombination events.csv|9969,9969,54_Recombination events.csv,780,10000,['26'],1000,0.0002,0.02,0.1,5000,50,9,779,10000,779-10000,['26'],"['33', '34']","['39', '20', '15', '12', '11', '21', '36', '28', '17', '49', '46']",1.0,0.0,1.0,100.0,780.0,195.0,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,9969,780-10000,100.0,99.9,9,100.0,1,66,13,10,22,54,9,44,59.1%,18.5%,❌ Diff: RDP=13 vs Santa=10,76,23,53
6_Recombination events.csv|10066,10066,6_Recombination events.csv,2490,6267,['49'],1000,0.0002,0.02,0.1,5000,50,1,2490,6267,2490-6267,['49'],"['13', '40', '37']",['18'],0.0,0.0,0.0,100.0,3777.0,944.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10066,2490-6267,100.0,100.0,1,100.0,1,67,6,6,12,34,6,28,50.0%,17.6%,✅ Equal,46,12,34
13_Recombination events.csv|9757,9757,13_Recombination events.csv,2238,8286,['35'],1000,0.0002,0.02,0.1,5000,50,3,2239,8285,2239-8285,['35'],"['34', '29']","['7', '19', '9', '1']",1.0,1.0,2.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,🎯 Perfect (1/1),59.0,100.0,1/1,100.0,1.0,1.0,1/1,99.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,9757,2238-8286,100.0,99.8,3,100.0,1,68,9,9,11,46,2,37,81.8%,19.6%,✅ Equal,57,18,39
53_Recombination events.csv|9947,9947,53_Recombination events.csv,1002,1044,['30'],1000,0.0002,0.02,0.1,5000,50,17,1002,1045,1002-1045,['30'],"['42', '18']","['5', '48']",0.0,1.0,1.0,100.0,42.0,10.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,9947,1002-1044,100.0,99.9,17,99.95,1,69,11,11,23,58,12,47,47.8%,19.0%,✅ Equal,81,22,59
72_Recombination events.csv|10183,10183,72_Recombination events.csv,3660,8532,['37'],1000,0.0002,0.02,0.1,5000,50,1,3660,8533,3660-8533,['37'],['27'],['50'],0.0,1.0,1.0,100.0,4872.0,1218.0,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,10183,3660-8532,100.0,99.9,1,99.95,1,70,5,5,12,35,7,30,41.7%,14.3%,✅ Equal,47,10,37
60_Recombination events.csv|10091,10091,60_Recombination events.csv,6756,6909,['5'],1000,0.0002,0.02,0.1,5000,50,9,6756,6910,6756-6910,['5'],"['36', '28', '13']",['18'],0.0,1.0,1.0,100.0,153.0,38.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,10091,6756-6909,100.0,99.9,9,99.95,1,71,10,10,21,64,11,54,47.6%,15.6%,✅ Equal,85,20,65
12_Recombination events.csv|9888,9888,12_Recombination events.csv,234,7677,['22'],1000,0.0002,0.02,0.1,5000,50,2,234,7678,234-7678,['22'],"['30', '47', '26']",['27'],0.0,1.0,1.0,100.0,2557.0,639.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,9888,234-7677,100.0,99.9,2,99.95,2,72,8,8,14,61,6,53,57.1%,13.1%,✅ Equal,75,16,59
6_Recombination events.csv|10067,10067,6_Recombination events.csv,1953,6990,['46'],1000,0.0002,0.02,0.1,5000,50,2,1952,6990,1952-6990,['46'],['48'],"['34', '10', '1', '25']",1.0,0.0,1.0,100.0,4963.0,1240.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10067,1953-6990,100.0,99.9,2,99.95,2,73,6,6,12,34,6,28,50.0%,17.6%,✅ Equal,46,12,34
51_Recombination events.csv|9941,9941,51_Recombination events.csv,7017,10000,['37'],1000,0.0002,0.02,0.1,5000,50,1,7017,9998,7017-9998,['37'],['16'],['2'],0.0,2.0,2.0,99.93295340261483,2983.0,745.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,58.986590680522966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,9941,7017-10000,100.0,99.8,1,99.94994994994994,2,74,8,8,8,51,0,43,100.0%,15.7%,✅ Equal,59,16,43
35_Recombination events.csv|9875,9875,35_Recombination events.csv,2886,3819,['20'],1000,0.0002,0.02,0.1,5000,50,2,2886,3817,2886-3817,['20'],"['31', '25', '22', '27', '13', '18', '29', '38', '33', '19', '34', '50', '11']",['49'],0.0,2.0,2.0,99.8,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,🎯 Perfect (1/1),58.96,100.0,1/1,100.0,1.0,1.0,1/1,98.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,9875,2886-3819,100.0,99.8,2,99.94994994994994,1,75,9,9,12,65,3,56,75.0%,13.8%,✅ Equal,77,18,59
40_Recombination events.csv|9969,9969,40_Recombination events.csv,5799,10000,['17'],1000,0.0002,0.02,0.1,5000,50,1,5799,9998,5799-9998,['17'],"['28', '46', '21']","['32', '2', '15', '38', '26']",0.0,2.0,2.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,🎯 Perfect (1/1),59.0,100.0,1/1,100.0,1.0,1.0,1/1,99.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,9969,5799-10000,100.0,99.8,1,99.94994994994994,2,76,9,8,13,29,4,21,69.2%,27.6%,❌ Diff: RDP=9 vs Santa=8,42,17,25
48_Recombination events.csv|9873,9873,48_Recombination events.csv,2163,3663,['43'],1000,0.0002,0.02,0.1,5000,50,2,2164,3664,2164-3664,['43'],"['6', '25']","['4', '37', '36', '20', '11']",1.0,1.0,2.0,99.93333333333332,1500.0,375.0,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,58.986666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,9873,2163-3663,100.0,99.8,2,99.94994994994994,2,77,8,8,20,45,12,37,40.0%,17.8%,✅ Equal,65,16,49
36_Recombination events.csv|9892,9892,36_Recombination events.csv,7563,10000,['44'],1000,0.0002,0.02,0.1,5000,50,1,7564,9998,7564-9998,['44'],"['17', '25']","['48', '29']",1.0,2.0,3.0,99.9,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,🎯 Perfect (1/1),58.980000000000004,100.0,1/1,100.0,1.0,1.0,1/1,99.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,9892,7563-10000,100.0,99.7,1,99.9498997995992,2,78,9,9,16,42,7,33,56.2%,21.4%,✅ Equal,58,18,40
28_Recombination events.csv|9884,9884,28_Recombination events.csv,8631,8943,"['26', '32']",1000,0.0002,0.02,0.1,5000,50,4,8630,8941,8630-8941,"['26', '32']","['4', '36', '29']","['28', '25', '50', '24']",1.0,2.0,3.0,99.4,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (2/2),58.88,100.0,2/2,100.0,2.0,2.0,2/2,95.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,9884,8631-8943,100.0,99.7,4,99.9498997995992,1,79,12,11,14,70,2,59,85.7%,15.7%,❌ Diff: RDP=12 vs Santa=11,84,23,61
25_Recombination events.csv|9933,9933,25_Recombination events.csv,1839,5970,"['38', '42']",1000,0.0002,0.02,0.1,5000,50,1,1836,5970,1836-5970,"['38', '42']","['9', '35', '8']",['33'],3.0,0.0,3.0,100.0,4131.0,1032.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,9933,1839-5970,100.0,99.7,1,99.9498997995992,2,80,4,4,6,47,2,43,66.7%,8.5%,✅ Equal,53,8,45
29_Recombination events.csv|10060,10060,29_Recombination events.csv,4815,8130,['2'],1000,0.0002,0.02,0.1,5000,50,3,4816,8128,4816-8128,['2'],"['7', '6', '14', '39', '33', '32', '10', '21', '25', '47']",['48'],1.0,2.0,3.0,99.90950226244344,3315.0,828.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,58.98190045248869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,10060,4815-8130,100.0,99.7,3,99.9498997995992,4,81,6,6,6,34,0,28,100.0%,17.6%,✅ Equal,40,12,28
2_Recombination events.csv|9898,9898,2_Recombination events.csv,3213,7260,['40'],1000,0.0002,0.02,0.1,5000,50,2,3214,7262,3214-7262,['40'],"['20', '12']","['35', '38']",1.0,2.0,3.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,🎯 Perfect (1/1),59.0,100.0,1/1,100.0,1.0,1.0,1/1,99.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9898,3213-7260,100.0,99.7,2,99.9498997995992,2,82,9,8,11,68,2,60,81.8%,11.8%,❌ Diff: RDP=9 vs Santa=8,79,17,62
83_Recombination events.csv|9958,9958,83_Recombination events.csv,1254,8970,"['36', '44']",1000,0.0002,0.02,0.1,5000,50,2,1255,8968,1255-8968,"['36', '44']","['42', '6']",['27'],1.0,2.0,3.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (2/2),59.0,100.0,2/2,100.0,2.0,2.0,2/2,99.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,9958,1254-8970,100.0,99.7,2,99.9498997995992,2,83,9,8,12,42,3,34,75.0%,19.0%,❌ Diff: RDP=9 vs Santa=8,54,17,37
13_Recombination events.csv|9589,9589,13_Recombination events.csv,987,9186,"['27', '35', '36']",1000,0.0002,0.02,0.1,5000,50,4,986,9188,986-9188,"['27', '36']",['48'],"['40', '37', '15', '8', '26', '13']",1.0,2.0,3.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (2/2),59.0,66.7,2/2,100.0,3.0,2.0,2/2,99.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,9589,987-9186,100.0,99.7,4,99.9498997995992,3,84,9,9,11,46,2,37,81.8%,19.6%,✅ Equal,57,18,39
24_Recombination events.csv|9919,9919,24_Recombination events.csv,4659,9021,['2'],1000,0.0002,0.02,0.1,5000,50,1,4656,9022,4656-9022,['2'],['34'],"['22', '28', '24']",3.0,1.0,4.0,100.0,4362.0,1090.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,9919,4659-9021,100.0,99.6,1,99.94984954864594,2,85,6,6,13,53,7,47,46.2%,11.3%,✅ Equal,66,12,54
41_Recombination events.csv|10050,10050,41_Recombination events.csv,4782,10000,['26'],1000,0.0002,0.02,0.1,5000,50,1,4782,9996,4782-9996,['26'],['16'],"['1', '5', '8', '12', '6', '27', '28', '35']",0.0,4.0,4.0,99.92334227673439,4782.0,1195.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,58.98466845534688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,10050,4782-10000,100.0,99.6,1,99.94984954864594,1,86,6,6,9,45,3,39,66.7%,13.3%,✅ Equal,54,12,42
30_Recombination events.csv|9849,9849,30_Recombination events.csv,270,10000,['7'],1000,0.0002,0.02,0.1,5000,50,5,269,9997,269-9997,['7'],"['9', '27']",['31'],1.0,3.0,4.0,100.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),59.0,100.0,1/1,100.0,1.0,1.0,1/1,92.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,9849,270-10000,100.0,99.6,5,99.94984954864594,2,87,8,8,10,34,2,26,80.0%,23.5%,✅ Equal,44,16,28
