SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_Event_ID,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Source_Tab,Match_Type,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Santa_Recombinant_Full,Santa_Recombinant_List,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,Reaches_End,Reaches_Start,RDP_Recombinant_Full,RDP_Recombinant_List,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,All_Collected_Recombinants,All_Collected_Recombinants_Count,Recombinants_List,Coverage_Percentage,Start_Gap,End_Gap,_Total_Distance,RDP_Match_Types,Tag,Santa_ID,Santa_Breakpoints,Recombinant_Match_Score,Start_End_Diff_Score,RDP_Set,Tag_Specific_Quality_Score,Tag_Rank,Global_Rank,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining
36_Recombination events.csv|2440,2440,36_Recombination events.csv,6027,10000,"['21', '25']",1000,2.5e-05,0.005,0.1,5000,50,4,6074,9953,6074-9953,"['25', '21']","['11', '40', '35', '45', '2', '44', '43', '9', '38', '36']","['32', '22']",47.0,47.0,94.0,97.6,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),56.519999999999996,100.0,2/2,100.0,2.0,2.0,2/2,88.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2440,6027-10000,0.0,90.6,4,45.8966565349544,4,150,4,4,4,7,0,3,100.0%,57.1%,✅ Equal,11,8,3
31_Recombination events.csv|2460,2460,31_Recombination events.csv,3618,10000,"10, 11, 19, 2, 23, 27, 3, 33, 42, 45, 46, 50, 6, 7, 8",1000,2.5e-05,0.005,0.1,5000,50,3,3618,9780,3618-9780,"['4', '24', '18', '29', '26', '32', '44', '14', '49', '17', '1', '48', '36', '28']","['6', '42', '11', '19', '46', '45', '23', '7', '8', '2', '27', '33', '3', '50', '10']","['25', '35', '30', '20', '13', '12', '15', '21', '5', '34', '39', '41', '43', '16', '38', '22']",,,,0.0,,,,Step 7: Start-End Parent-Child,🎯 Start-End Parent-Child (Minor_Exact_Match),,,35.0,,,0.0,15.0,14.0,,,,3618-10000,6382.0,15.0,"['10', '11', '19', '2', '23', '27', '3', '33', '42', '45', '46', '50', '6', '7', '8']","10, 11, 19, 2, 23, 27, 3, 33, 42, 45, 46, 50, 6, 7, 8",,,,,,0/14,0.0,✅ Yes,✅ Yes,✅ Yes,"1, 14, 17, 18, 24, 26, 28, 29, 32, 36, 4, 44, 48, 49","1, 14, 17, 18, 24, 26, 28, 29, 32, 36, 4, 44, 48, 49",,1.0,,,,,,,,,,,0.0,,,,Minor_Exact_Match,31,2460,3618-10000,0.0,78.0,3,43.046357615894046,2,151,2,2,3,6,1,4,66.7%,33.3%,✅ Equal,9,4,5
83_Recombination events.csv|1158,1158,83_Recombination events.csv,855,10000,"10, 14, 45, 48",1000,2.5e-05,0.005,0.1,5000,50,5,1068,9972,1068-9972,['35'],"['10', '14', '48', '45']","['4', '19', '24', '13', '23', '32', '39', '41', '1', '9']",,,,0.0,,,,Step 7: Start-End Parent-Child,🎯 Start-End Parent-Child (Minor_Exact_Match),,,35.0,,,0.0,4.0,1.0,,,,855-10000,9145.0,4.0,"['10', '14', '45', '48']","10, 14, 45, 48",,,,,,0/1,0.0,✅ Yes,✅ Yes,✅ Yes,35,35,,1.0,,,,,,,,,,,0.0,,,,Minor_Exact_Match,83,1158,855-10000,0.0,75.9,5,39.989462592202315,3,152,3,2,5,9,2,7,60.0%,22.2%,❌ Diff: RDP=3 vs Santa=2,14,5,9
5_Recombination events.csv|695,695,5_Recombination events.csv,3402,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,2.5e-05,0.005,0.1,5000,50,2,3186,9997,3186-9997,"['50', '11']","['42', '23', '12', '26', '33', '14', '39', '41', '47', '17', '28', '46', '45', '18', '2', '32', '9', '48', '24', '37', '49', '38', '36']","['25', '20', '27', '29']",216.0,3.0,219.0,100.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),55.0,4.0,2/2,100.0,50.0,2.0,2/2,67.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,695,3402-10000,0.0,78.1,2,39.246231155778894,3,153,4,4,4,10,0,6,100.0%,40.0%,✅ Equal,14,8,6
78_Recombination events.csv|2263,2263,78_Recombination events.csv,3114,9744,"['1', '12', '16', '23', '29', '34', '41', '7', '8']",1000,2.5e-05,0.005,0.1,5000,50,3,3125,9996,3125-9996,['8'],"['1', '29', '7', '12']","['25', '27', '44', '11', '4', '30', '3', '14', '39', '47', '50', '17', '28', '46', '31', '2', '19', '35', '24', '37', '21', '49', '38', '36']",11.0,252.0,263.0,99.8,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),54.96,11.1,1/1,100.0,9.0,1.0,1/1,61.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,2263,3114-9744,0.0,73.7,3,37.03517587939699,4,154,5,5,6,15,1,10,83.3%,33.3%,✅ Equal,21,10,11
11_Recombination events.csv|2388,2388,11_Recombination events.csv,231,3555,"23, 41, 45, 9",1000,2.5e-05,0.005,0.1,5000,50,2,101,3782,101-3782,['40'],"['31', '43']","['9', '23', '41', '45']",,,,0.0,,,,Step 7: Start-End Parent-Child,🎯 Start-End Parent-Child (Major_Exact_Match),,,35.0,,,0.0,4.0,1.0,,,,231-3555,3324.0,4.0,"['23', '41', '45', '9']","23, 41, 45, 9",,,,,,0/1,0.0,✅ Yes,✅ Yes,✅ Yes,40,40,,1.0,,,,,,,,,,,0.0,,,,Major_Exact_Match,11,2388,231-3555,0.0,64.30000000000001,2,32.90685772773798,3,155,4,4,4,10,0,6,100.0%,40.0%,✅ Equal,14,8,6
96_Recombination events.csv|2206,2206,96_Recombination events.csv,753,10000,"['11', '15', '23', '41', '46']",1000,2.5e-05,0.005,0.1,5000,50,3,2340,9908,2340-9908,"['11', '46', '23', '15', '41']","['25', '19', '32', '34', '43', '17', '36', '28']","['42', '27', '8', '29', '12', '26', '44', '6', '4', '40', '30', '20', '13', '33', '3', '14', '39', '47', '50', '1', '31', '45', '7', '18', '2', '5', '16', '9', '48', '35', '24', '38', '37', '21', '49', '10']",1587.0,92.0,1679.0,81.84275981399372,753.0,188.2,25.0,Step 1: Approximate,Case_A_End_End,Exact Recombinant Match,,37.36855196279875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,2206,753-10000,60.0,0.0,3,30.0,3,156,3,3,3,7,0,4,100.0%,42.9%,✅ Equal,10,6,4
11_Recombination events.csv|2336,2336,11_Recombination events.csv,5823,10000,"['23', '40', '41', '45', '9']",1000,2.5e-05,0.005,0.1,5000,50,4,3535,5774,3535-5774,"['40', '45', '23', '41', '9']","['31', '43']","['25', '42', '27', '8', '12', '26', '44', '6', '11', '4', '30', '13', '33', '3', '14', '39', '47', '17', '1', '28', '22', '46', '7', '18', '2', '32', '15', '5', '19', '24', '38', '37', '21', '49', '10']",2288.0,4226.0,6514.0,0.0,4177.0,1044.2,25.0,Step 1: Approximate,Case_E_Start_End,Exact Recombinant Match,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2336,5823-10000,60.0,0.0,4,30.0,4,157,4,4,4,10,0,6,100.0%,40.0%,✅ Equal,14,8,6
91_Recombination events.csv|1504,1504,91_Recombination events.csv,6057,9261,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,2.5e-05,0.005,0.1,5000,50,1,6421,9124,6421-9124,['38'],"['6', '25', '42', '11', '40', '31', '30', '7', '3', '14', '21', '47', '1', '16', '48']","['4', '35', '45', '23', '24', '44', '39', '50', '5', '43', '17', '49', '9']",364.0,137.0,501.0,84.4,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),51.88,2.0,1/1,100.0,50.0,1.0,1/1,21.8,93.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,1504,6057-9261,0.0,49.9,1,25.43323139653415,3,158,3,3,5,13,2,10,60.0%,23.1%,✅ Equal,18,6,12
5_Recombination events.csv|2390,2390,5_Recombination events.csv,3195,6132,"['11', '50']",1000,2.5e-05,0.005,0.1,5000,50,4,3220,5095,3220-5095,"['50', '11']","['19', '35', '7', '8', '22']",['27'],25.0,1037.0,1062.0,63.840653728294185,2937.0,734.2,25.0,Step 1: Approximate,Case_F_Start_Start,Exact Recombinant Match,,15.768130745658837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2390,3195-6132,0.0,0.0,4,0.0,4,159,4,4,4,10,0,6,100.0%,40.0%,✅ Equal,14,8,6
78_Recombination events.csv|1024,1024,78_Recombination events.csv,4248,8568,"1, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 2, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 3, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 4, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 5, 50, 6, 7, 8, 9",1000,2.5e-05,0.005,0.1,5000,50,6,9746,9995,9746-9995,['8'],"['1', '29', '7', '12']","['25', '42', '23', '27', '26', '44', '43', '6', '11', '4', '40', '30', '20', '13', '33', '3', '14', '34', '39', '47', '17', '50', '28', '22', '31', '45', '46', '18', '2', '32', '15', '5', '9', '48', '19', '35', '24', '38', '37', '21', '49', '10', '36']",,,,100.0,,,,Step 5: Cluster,Cluster (2 RDPs),,,83.5,,,100.0,50.0,1.0,,,,4248-8568,4320.0,50.0,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']","1, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 2, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 3, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 4, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 5, 50, 6, 7, 8, 9",,,,,,1/1,100.0,✅ Yes,✅ Yes,✅ Yes,8,8,,1.0,,,,,,,,,,,100.0,1123.0,1428.0,,,78,1024,4248-8568,0.0,0.0,6,0.0,5,160,5,5,6,15,1,10,83.3%,33.3%,✅ Equal,21,10,11
20_Recombination events.csv|2275,2275,20_Recombination events.csv,3435,8160,"13, 16, 18, 22, 23, 29, 33, 35, 38, 4, 40, 45, 49, 5, 6, 9",1000,2.5e-05,0.005,0.1,5000,50,4,3446,4406,3446-4406,['18'],['22'],"['24', '26']",,,,100.0,,,,Step 3: Chain,Chain (2 RDPs),,,70.5,,,100.0,16.0,,,,,3435-8160,4725.0,16.0,"['13', '16', '18', '22', '23', '29', '33', '35', '38', '4', '40', '45', '49', '5', '6', '9']","13, 16, 18, 22, 23, 29, 33, 35, 38, 4, 40, 45, 49, 5, 6, 9",72.25,89.0,0.0,100.0,100.0,11/11,100.0,❌ No (Partial Chain),❌ No (Partial Chain),✅ Yes,"['6', '4', '35', '45', '16', '23', '18', '33', '9', '38', '22'] | ['18']","['6', '4', '35', '45', '16', '23', '18', '33', '9', '38', '22'], ['18']",20_Recombination events.csv | 20_Recombination events.csv,1.0,3446.0,9112.0,11.0,952.0,0.0,True,Logically valid chain,"16, 18, 22, 23, 33, 35, 38, 4, 45, 6, 9",11.0,"16, 18, 22, 23, 33, 35, 38, 4, 45, 6, 9",100.0,,,,,20,2275,3435-8160,0.0,3.700000000000003,4,0.0,4,161,4,4,5,12,1,8,80.0%,33.3%,✅ Equal,17,8,9
