Unnamed: 0,Global_Rank,Tag_Rank,Tag_Specific_Quality_Score,Tag,Santa_ID,RDP_Event_ID,Match_Type,Source_Tab,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining,SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Tolerance,Max_End_Distance,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,Quality_Check,Coverage_Percentage,Valid,Minor/Major,Start_Anchor,End_Anchor,Full_Coverage,Pre_Start_RDPs,Reaches_Start,Reaches_End,RDP_Num,Santa_Breakpoints,Display_Coverage,Display_Seq_Ratio,Structural_Score,Coverage_Score,tag,Parent_Child_Type,Matched_Value,Breakpoint_Matches,Num_Breakpoint_Matches,Avg_Distance,Total_Distance,Start_Dist,End_Dist,Recombinant_Match_Score,Start_End_Diff_Score,Chain_Bonus,Step_Priority,Match_Type_Priority,Reaches_Priority,RDP_Set,Reaches_Status
34,35,3,85.66418551388492,8,8264,4,⭐ Excellent Match (1/1),Step 2: Best Match,5,5,5,29,0,24,100.0%,17.2%,✅ Equal,34,10,24,8_Recombination events.csv|8264,8264,8_Recombination events.csv,9645,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0001,0.02,0.1,5000,50,9644.0,9998.0,9644-9998,"['28', '50', '33', '37', '15', '31', '43']","['6', '29', '32', '34', '5', '45', '21', '17', '14']","['7', '46', '20', '4', '3', '2', '23', '11', '1', '18', '12', '26', '44', '13', '47', '9', '38', '36', '49', '35', '39', '22', '8', '40', '24', '10', '25', '19', '27', '41', '48']",1.0,2.0,3.0,99.4,,,,,✅ Complete (7/7),58.88,14.0,7/7,100.0,50.0,7.0,7/7,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,4,9645-10000,99.4%,100.0%,0,99.4,,,,,,,,,,71.42857142857143,99.7,0,1,2,0,4,❌ None
35,36,6,85.46403546403548,7,9800,7,✅ Complete Match (1/1),Step 2: Best Match,9,9,10,54,1,45,90.0%,16.7%,✅ Equal,64,18,46,7_Recombination events.csv|9800,9800,7_Recombination events.csv,9888,10000,"['1', '24', '33', '34', '40', '42', '45']",1000,0.0001,0.02,0.1,5000,50,9890.0,9996.0,9890-9996,"['33', '40', '24', '34', '42', '1', '45']","['49', '46']","['35', '39', '50', '41', '5', '19']",2.0,4.0,6.0,94.6,,,,,✅ Complete (7/7),57.92,100.0,7/7,100.0,7.0,7.0,7/7,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,7,9888-10000,94.6%,100.0%,0,94.6,,,,,,,,,,71.42857142857143,99.4,0,1,3,0,7,❌ None
36,37,6,81.43643643643642,6,7797,9,✅ Complete Match (1/1),Step 2: Best Match,11,11,17,55,6,44,64.7%,20.0%,✅ Equal,72,22,50,6_Recombination events.csv|7797,7797,6_Recombination events.csv,2787,10000,"['11', '13', '15', '16', '18', '21', '22', '24', '26', '27', '28', '30', '33', '35', '36', '41', '46', '48', '50', '7', '9']",1000,0.0001,0.02,0.1,5000,50,3035.0,9976.0,3035-9976,"['7', '46', '16', '28', '33', '22', '48', '13', '15', '9']","['36', '21']","['8', '42', '38', '1', '17']",248.0,24.0,272.0,96.2,,,,,✅ Complete (10/10),54.24,47.6,10/10,100.0,21.0,10.0,10/10,50,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,9,2787-10000,96.2%,100.0%,0,96.2,,,,,,,,,,90.0,72.8,0,1,3,0,9,❌ None
37,38,3,80.15306122448979,3,2795,8,✅ Complete Match (1/1),Step 2: Best Match,6,6,8,39,2,33,75.0%,15.4%,✅ Equal,47,12,35,3_Recombination events.csv|2795,2795,3_Recombination events.csv,8145,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0001,0.02,0.1,5000,50,8288.0,9979.0,8288-9979,"['7', '49', '30', '11', '10', '25', '31', '43']","['12', '6', '29', '22', '37', '15', '2', '36', '14']","['46', '16', '5', '1', '26', '44', '13', '32', '47', '38', '45', '28', '50', '8', '40', '34', '27', '33', '48', '17']",143.0,21.0,164.0,91.2,,,,,✅ Complete (8/8),53.24,16.0,8/8,100.0,50.0,8.0,8/8,50,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,8,8145-10000,91.2%,100.0%,0,91.2,,,,,,,,,,75.0,83.6,0,1,3,0,8,❌ None
38,39,5,76.62662662662662,1,9674,10,✅ Complete Match (1/1),Step 2: Best Match,11,11,13,29,2,18,84.6%,37.9%,✅ Equal,42,22,20,1_Recombination events.csv|9674,9674,1_Recombination events.csv,6195,7575,"['12', '27', '32', '33', '34', '35', '37', '45', '47']",1000,0.0001,0.02,0.1,5000,50,6195.0,7551.0,6195-7551,"['27', '12', '35', '33', '37', '32', '47', '34', '45']","['46', '6', '4', '22', '13', '2', '9', '40', '5', '1', '18', '25', '17', '14']","['20', '16', '39', '3', '8', '24']",0.0,24.0,24.0,98.3,,,,,✅ Complete (9/9),56.66,100.0,9/9,100.0,9.0,9.0,9/9,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,10,6195-7575,98.3%,100.0%,0,98.3,,,,,,,,,,55.55555555555556,97.6,0,1,3,0,1,❌ None
39,40,4,76.40022675736961,3,9843,4,✅ Complete Match (1/1),Step 2: Best Match,6,6,8,39,2,33,75.0%,15.4%,✅ Equal,47,12,35,3_Recombination events.csv|9843,9843,3_Recombination events.csv,3381,10000,"['1', '13', '26', '32', '34', '45', '46', '47', '48']",1000,0.0001,0.02,0.1,5000,50,3390.0,9962.0,3390-9962,"['46', '26', '48', '13', '32', '47', '34', '1', '45']","['7', '49', '30', '11', '10', '25', '31', '43']","['27', '16', '28', '44', '50', '33', '8', '40', '5', '38']",9.0,38.0,47.0,99.3,,,,,✅ Complete (9/9),56.86,100.0,9/9,100.0,9.0,9.0,9/9,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,4,3381-10000,99.3%,100.0%,0,99.3,,,,,,,,,,55.55555555555556,95.3,0,1,3,0,4,❌ None
40,41,3,74.65,4,9783,1,🎯 Perfect Match (1/1),Step 2: Best Match,7,7,14,38,7,31,50.0%,18.4%,✅ Equal,52,14,38,4_Recombination events.csv|9783,9783,4_Recombination events.csv,4374,10000,"['13', '2', '24', '29', '36', '4']",1000,0.0001,0.02,0.1,5000,50,4372.0,9995.0,4372-9995,"['4', '29', '13', '2', '24', '36']","['16', '19']",['33'],2.0,5.0,7.0,99.9,,,,,✅ Complete (6/6),58.98,100.0,6/6,100.0,6.0,6.0,6/6,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,1,4374-10000,99.9%,100.0%,0,99.9,,,,,,,,,,50.0,99.3,0,1,1,0,1,❌ None
41,42,5,74.34869739478958,2,9388,6,⭐ Excellent Match (1/1),Step 2: Best Match,13,13,19,56,6,43,68.4%,23.2%,✅ Equal,75,26,49,2_Recombination events.csv|9388,9388,2_Recombination events.csv,8472,10000,"['12', '13', '21', '28', '3', '30', '35', '46', '8']",1000,0.0001,0.02,0.1,5000,50,8472.0,9985.0,8472-9985,"['46', '12', '28', '35', '3', '8', '13', '21']","['16', '39', '22', '37', '10', '38', '17']","['7', '20', '4', '2', '15', '23', '26', '44', '47', '9', '45', '49', '50', '40', '24', '34', '25', '19', '41', '43']",0.0,15.0,15.0,99.0,,,,,✅ Complete (8/8),56.8,88.9,8/8,100.0,9.0,8.0,8/8,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,6,8472-10000,99.0%,100.0%,0,99.0,,,,,,,,,,50.0,98.5,0,1,2,0,6,❌ None
42,43,4,71.42857142857143,4,9651,5,🎯 Perfect Match (1/1),Step 2: Best Match,7,7,14,38,7,31,50.0%,18.4%,✅ Equal,52,14,38,4_Recombination events.csv|9651,9651,4_Recombination events.csv,174,1377,"['10', '12', '20', '23', '32', '34', '35']",1000,0.0001,0.02,0.1,5000,50,174.0,1377.0,174-1377,"['12', '20', '35', '23', '32', '10', '34']",['3'],['46'],0.0,0.0,0.0,100.0,,,,,✅ Complete (7/7),60.0,100.0,7/7,100.0,7.0,7.0,7/7,100,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,5,174-1377,100.0%,100.0%,0,100.0,,,,,,,,,,42.85714285714285,100.0,0,1,1,0,5,❌ None
43,44,6,70.12727012727012,1,9143,8,✅ Complete Match (1/1),Step 2: Best Match,11,11,13,29,2,18,84.6%,37.9%,✅ Equal,42,22,20,1_Recombination events.csv|9143,9143,1_Recombination events.csv,6672,7839,"['15', '26', '28', '34', '38', '41', '42', '48']",1000,0.0001,0.02,0.1,5000,50,6684.0,7824.0,6684-7824,"['26', '28', '41', '48', '15', '42', '38']","['46', '6', '4', '22', '13', '2', '9', '40', '5', '1', '18', '25', '17', '14']","['7', '50', '30', '10', '43']",12.0,15.0,27.0,97.7,,,,,✅ Complete (7/7),56.540000000000006,87.5,7/7,100.0,8.0,7.0,7/7,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,8,6672-7839,97.7%,100.0%,0,97.7,,,,,,,,,,42.85714285714285,97.3,0,1,3,0,8,❌ None
44,45,6,69.44944944944945,9,9596,8,⭐ Excellent Match (1/1),Step 2: Best Match,12,11,16,58,4,47,75.0%,19.0%,❌ Diff: RDP=12 vs Santa=11,74,23,51,9_Recombination events.csv|9596,9596,9_Recombination events.csv,7323,8652,"['24', '31', '43', '47', '7']",1000,0.0001,0.02,0.1,5000,50,7321.0,8662.0,7321-8662,"['7', '47', '24', '31', '43']","['50', '34']","['39', '44', '3', '48', '37', '40', '10', '25', '36']",2.0,10.0,12.0,100.0,,,,,✅ Complete (5/5),59.0,100.0,5/5,100.0,5.0,5.0,5/5,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,8,7323-8652,100.0%,100.0%,0,100.0,,,,,,,,,,40.0,98.8,0,1,2,0,8,❌ None
45,46,7,66.66666666666666,6,9979,2,🎯 Perfect Match (1/1),Step 2: Best Match,11,11,17,55,6,44,64.7%,20.0%,✅ Equal,72,22,50,6_Recombination events.csv|9979,9979,6_Recombination events.csv,159,6726,"['19', '32', '47']",1000,0.0001,0.02,0.1,5000,50,159.0,6727.0,159-6727,"['47', '32', '19']","['34', '3', '37']","['2', '49', '6', '25']",0.0,1.0,1.0,100.0,,,,,✅ Complete (3/3),59.0,100.0,3/3,100.0,3.0,3.0,3/3,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,2,159-6726,100.0%,100.0%,0,100.0,,,,,,,,,,33.33333333333333,99.9,0,1,1,0,2,❌ None
46,47,7,66.5165165165165,9,9796,6,⭐ Excellent Match (1/1),Step 2: Best Match,12,11,16,58,4,47,75.0%,19.0%,❌ Diff: RDP=12 vs Santa=11,74,23,51,9_Recombination events.csv|9796,9796,9_Recombination events.csv,2772,3225,"['1', '19', '20', '21', '27', '8']",1000,0.0001,0.02,0.1,5000,50,2774.0,3223.0,2774-3223,"['27', '20', '8', '1', '21', '19']","['39', '44', '3', '48', '37', '40', '10', '25', '36']",['16'],2.0,2.0,4.0,99.1,,,,,✅ Complete (6/6),58.82,100.0,6/6,100.0,6.0,6.0,6/6,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,6,2772-3225,99.1%,100.0%,0,99.1,,,,,,,,,,33.33333333333333,99.6,0,1,2,0,6,❌ None
47,48,7,66.46646646646647,7,9906,2,⭐ Excellent Match (1/1),Step 2: Best Match,9,9,10,54,1,45,90.0%,16.7%,✅ Equal,64,18,46,7_Recombination events.csv|9906,9906,7_Recombination events.csv,4923,6966,"['3', '32', '48']",1000,0.0001,0.02,0.1,5000,50,4921.0,6969.0,4921-6969,"['32', '3', '48']",['19'],"['12', '25', '14']",2.0,3.0,5.0,100.0,,,,,✅ Complete (3/3),59.0,100.0,3/3,100.0,3.0,3.0,3/3,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,2,4923-6966,100.0%,100.0%,0,100.0,,,,,,,,,,33.33333333333333,99.5,0,1,2,0,2,❌ None
48,49,5,65.41416165664663,10,8572,12,✅ Complete Match (1/1),Step 2: Best Match,16,15,20,57,4,42,80.0%,26.3%,❌ Diff: RDP=16 vs Santa=15,77,31,46,10_Recombination events.csv|8572,8572,10_Recombination events.csv,7872,8460,"['12', '13', '15', '23', '27', '28', '3', '30', '32', '35', '37', '39', '44', '47', '7']",1000,0.0001,0.02,0.1,5000,50,7848.0,8457.0,7848-8457,"['7', '28', '13']","['31', '16', '36', '50', '29', '2', '5', '38', '45', '21', '43']","['15', '12']",24.0,3.0,27.0,99.5,,,,,✅ Complete (3/3),56.900000000000006,20.0,3/3,100.0,15.0,3.0,3/3,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,12,7872-8460,99.5%,100.0%,0,99.5,,,,,,,,,,33.33333333333333,97.3,0,1,3,0,12,❌ None
49,50,6,65.31634697967363,2,8442,8,✅ Complete Match (1/1),Step 2: Best Match,13,13,19,56,6,43,68.4%,23.2%,✅ Equal,75,26,49,2_Recombination events.csv|8442,8442,2_Recombination events.csv,9018,10000,"['11', '14', '18', '33', '34', '36', '42', '48']",1000,0.0001,0.02,0.1,5000,50,8894.0,10000.0,8894-10000,"['33', '48', '11', '42', '18', '36', '14']","['7', '20', '4', '2', '15', '23', '26', '44', '47', '9', '45', '49', '50', '40', '24', '34', '25', '19', '41', '43']","['32', '6', '5']",124.0,0.0,124.0,100.0,,,,,✅ Complete (7/7),55.0,87.5,7/7,100.0,8.0,7.0,7/7,50,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,8,9018-10000,100.0%,100.0%,0,100.0,,,,,,,,,,42.85714285714285,87.6,0,1,3,0,8,❌ None
50,51,5,61.785714285714285,3,9647,2,⭐ Excellent Match (1/1),Step 2: Best Match,6,6,8,39,2,33,75.0%,15.4%,✅ Equal,47,12,35,3_Recombination events.csv|9647,9647,3_Recombination events.csv,1386,5571,"['12', '15', '22', '37', '39']",1000,0.0001,0.02,0.1,5000,50,1413.0,5578.0,1413-5578,"['15', '12', '22', '37']","['27', '16', '28', '44', '50', '33', '8', '40', '38']",['6'],27.0,7.0,34.0,99.4,,,,,✅ Complete (4/4),56.88,80.0,4/4,100.0,5.0,4.0,4/4,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,2,1386-5571,99.4%,100.0%,0,99.4,,,,,,,,,,25.0,96.6,0,1,2,0,2,❌ None
51,52,6,61.34769539078157,10,9559,4,⭐ Excellent Match (1/1),Step 2: Best Match,16,15,20,57,4,42,80.0%,26.3%,❌ Diff: RDP=16 vs Santa=15,77,31,46,10_Recombination events.csv|9559,9559,10_Recombination events.csv,5379,10000,"['14', '18', '33', '40', '42', '6']",1000,0.0001,0.02,0.1,5000,50,5357.0,9997.0,5357-9997,"['18', '6', '42', '40']","['31', '16', '36', '50', '29', '2', '5', '38', '45', '21', '43']","['46', '20', '4', '41', '48', '9', '11', '25', '1', '19', '17']",22.0,3.0,25.0,99.9,,,,,✅ Complete (4/4),56.98,66.7,4/4,100.0,6.0,4.0,4/4,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,4,5379-10000,99.9%,100.0%,0,99.9,,,,,,,,,,25.0,97.5,0,1,2,0,4,❌ None
52,53,7,59.855425135986266,2,9444,14,✅ Complete Match (1/1),Step 2: Best Match,13,13,19,56,6,43,68.4%,23.2%,✅ Equal,75,26,49,2_Recombination events.csv|9444,9444,2_Recombination events.csv,7632,8898,"['11', '14', '18', '33', '34', '36', '42', '48']",1000,0.0001,0.02,0.1,5000,50,7404.0,8893.0,7404-8893,"['33', '48', '11', '42', '18', '36', '14']","['32', '6', '5']","['16', '39', '22', '37', '10', '38', '17']",228.0,5.0,233.0,99.6,,,,,✅ Complete (7/7),54.92,87.5,7/7,100.0,8.0,7.0,7/7,50,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,14,7632-8898,99.6%,100.0%,0,99.6,,,,,,,,,,42.85714285714285,76.7,0,1,3,0,14,❌ None
53,54,7,57.94923179692719,10,6405,18,✅ Complete Match (1/1),Step 2: Best Match,16,15,20,57,4,42,80.0%,26.3%,❌ Diff: RDP=16 vs Santa=15,77,31,46,10_Recombination events.csv|6405,6405,10_Recombination events.csv,7137,8496,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0001,0.02,0.1,5000,50,7046.0,8411.0,7046-8411,"['49', '10', '8']","['15', '12']","['32', '44', '37']",91.0,85.0,176.0,93.7,,,,,✅ Complete (3/3),55.74,6.0,3/3,100.0,50.0,3.0,3/3,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,18,7137-8496,93.7%,100.0%,0,93.7,,,,,,,,,,33.33333333333333,82.4,0,1,3,0,18,❌ None
54,55,4,50.0,5,9753,4,Case_F_Start_Start,Step 1: Approximate,7,6,7,34,0,28,100.0%,17.6%,❌ Diff: RDP=7 vs Santa=6,41,13,28,5_Recombination events.csv|9753,9753,5_Recombination events.csv,4350,8643,"['32', '41', '42']",1000,0.0001,0.02,0.1,5000,50,5060.0,6805.0,5060-6805,"['32', '41', '42']","['35', '36', '24', '34', '38', '1', '31', '19', '14']","['49', '20', '26', '28', '39', '4', '50', '33', '22', '2', '9', '47', '10']",710.0,1838.0,2548.0,40.64756580479851,4293.0,1073.2,25.0,Exact Recombinant Match,,41.1295131609597,,,,,,,30,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,4,4350-8643,40.6%,100.0%,0,40.64756580479851,,,,,,,,,,100.0,0.0,0,1,8,0,4,❌ None
55,56,8,50.0,10,9083,17,Case_A_End_End,Step 1: Approximate,16,15,20,57,4,42,80.0%,26.3%,❌ Diff: RDP=16 vs Santa=15,77,31,46,10_Recombination events.csv|9083,9083,10_Recombination events.csv,1761,10000,['34'],1000,0.0001,0.02,0.1,5000,50,7161.0,9994.0,7161-9994,['34'],"['32', '44', '37']","['49', '10', '8']",5400.0,6.0,5406.0,34.385240927297,1761.0,440.2,25.0,Exact Recombinant Match,,39.8770481854594,,,,,,,30,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,17,1761-10000,34.4%,100.0%,0,34.385240927297,,,,,,,,,,100.0,0.0,0,1,8,0,17,❌ None
56,57,9,50.0,1,9842,9,Case_A_End_End,Step 1: Approximate,11,11,13,29,2,18,84.6%,37.9%,✅ Equal,42,22,20,1_Recombination events.csv|9842,9842,1_Recombination events.csv,8538,10000,['40'],1000,0.0001,0.02,0.1,5000,50,9884.0,9996.0,9884-9996,['40'],"['21', '11']",['46'],1346.0,4.0,1350.0,7.660738714090288,1462.0,365.5,25.0,Exact Recombinant Match,,34.532147742818054,,,,,,,30,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,9,8538-10000,7.7%,100.0%,0,7.660738714090288,,,,,,,,,,100.0,0.0,0,1,8,0,9,❌ None
57,58,3,50.0,5,9660,2,Case_B_End_Ini,Step 1: Approximate,7,6,7,34,0,28,100.0%,17.6%,❌ Diff: RDP=7 vs Santa=6,41,13,28,5_Recombination events.csv|9660,9660,5_Recombination events.csv,990,9525,"['44', '46']",1000,0.0001,0.02,0.1,5000,50,9488.0,9993.0,9488-9993,"['44', '46']","['7', '21']","['12', '16', '8', '13', '15', '23', '11', '43']",8498.0,468.0,8966.0,0.4335090802577621,1465.0,366.2,25.0,Exact Recombinant Match,,33.08670181605155,,,,,,,30,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,2,990-9525,0.4%,100.0%,0,0.4335090802577621,,,,,,,,,,100.0,0.0,0,1,8,0,2,❌ None
58,59,2,50.0,5,9573,1,🎯 Perfect Match (1/1),Step 2: Best Match,7,6,7,34,0,28,100.0%,17.6%,❌ Diff: RDP=7 vs Santa=6,41,13,28,5_Recombination events.csv|9573,9573,5_Recombination events.csv,5373,10000,"['21', '44', '46', '7']",1000,0.0001,0.02,0.1,5000,50,5370.0,9995.0,5370-9995,"['7', '21']","['12', '16', '8', '13', '23', '15', '11', '42', '43']","['49', '26', '20', '50', '33', '22', '47', '9', '10']",3.0,5.0,8.0,99.9,,,,,✅ Complete (2/2),58.98,50.0,2/2,100.0,4.0,2.0,2/2,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,1,5373-10000,99.9%,100.0%,0,99.9,,,,,,,,,,0.0,99.2,0,1,1,0,1,❌ None
59,60,8,50.0,7,9486,5,🎯 Perfect Match (1/1),Step 2: Best Match,9,9,10,54,1,45,90.0%,16.7%,✅ Equal,64,18,46,7_Recombination events.csv|9486,9486,7_Recombination events.csv,522,10000,"['10', '15', '17', '18', '47', '7']",1000,0.0001,0.02,0.1,5000,50,522.0,9999.0,522-9999,"['15', '17']","['20', '16', '4', '2', '23', '30', '5', '1', '26', '44', '13', '45', '36', '35', '39', '50', '22', '40', '24', '34', '42', '19', '33', '41', '37', '43']","['7', '31', '46', '49', '6', '28', '29', '47', '9', '10', '25', '18', '21']",0.0,1.0,1.0,100.0,,,,,✅ Complete (2/2),59.0,33.3,2/2,100.0,6.0,2.0,2/2,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,5,522-10000,100.0%,100.0%,0,100.0,,,,,,,,,,0.0,99.9,0,1,1,0,5,❌ None
60,61,7,50.0,1,9750,3,🎯 Perfect Match (1/1),Step 2: Best Match,11,11,13,29,2,18,84.6%,37.9%,✅ Equal,42,22,20,1_Recombination events.csv|9750,9750,1_Recombination events.csv,1404,3828,"['10', '7']",1000,0.0001,0.02,0.1,5000,50,1404.0,3827.0,1404-3827,"['7', '10']","['46', '40']","['30', '50', '43']",0.0,1.0,1.0,100.0,,,,,✅ Complete (2/2),59.0,100.0,2/2,100.0,2.0,2.0,2/2,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,3,1404-3828,100.0%,100.0%,0,100.0,,,,,,,,,,0.0,99.9,0,1,1,0,3,❌ None
61,62,6,50.0,3,9814,3,Case_E_Start_End,Step 1: Approximate,6,6,8,39,2,33,75.0%,15.4%,✅ Equal,47,12,35,3_Recombination events.csv|9814,9814,3_Recombination events.csv,3264,10000,['39'],1000,0.0001,0.02,0.1,5000,50,1413.0,3262.0,1413-3262,['39'],"['5', '17', '37']",['6'],1851.0,6738.0,8589.0,0.0,3264.0,816.0,25.0,Exact Recombinant Match,,33.0,,,,,,,30,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,3,3264-10000,,100.0%,0,0.0,,,,,,,,,,100.0,0.0,0,1,8,0,3,❌ None
62,63,8,50.0,1,9807,5,Case_E_Start_End,Step 1: Approximate,11,11,13,29,2,18,84.6%,37.9%,✅ Equal,42,22,20,1_Recombination events.csv|9807,9807,1_Recombination events.csv,3261,10000,['3'],1000,0.0001,0.02,0.1,5000,50,18.0,3286.0,18-3286,['3'],"['30', '50', '43']","['20', '16', '39', '8', '24']",3243.0,6714.0,9957.0,0.3709749220952664,3261.0,815.2,25.0,Exact Recombinant Match,,33.07419498441905,,,,,,,30,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,5,3261-10000,0.4%,100.0%,0,0.3709749220952664,,,,,,,,,,100.0,0.0,0,1,8,0,5,❌ None
63,64,4,50.0,8,9874,3,⭐ Excellent Match (1/1),Step 2: Best Match,5,5,5,29,0,24,100.0%,17.2%,✅ Equal,34,10,24,8_Recombination events.csv|9874,9874,8_Recombination events.csv,138,9828,"['16', '30']",1000,0.0001,0.02,0.1,5000,50,136.0,9828.0,136-9828,"['30', '16']","['32', '21']","['41', '13']",2.0,0.0,2.0,100.0,,,,,✅ Complete (2/2),59.0,100.0,2/2,100.0,2.0,2.0,2/2,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,3,138-9828,100.0%,100.0%,0,100.0,,,,,,,,,,0.0,99.8,0,1,2,0,3,❌ None
64,65,9,50.0,2,9673,9,Case_A_End_End,Step 1: Approximate,13,13,19,56,6,43,68.4%,23.2%,✅ Equal,75,26,49,2_Recombination events.csv|9673,9673,2_Recombination events.csv,447,5922,['31'],1000,0.0001,0.02,0.1,5000,50,4462.0,5252.0,4462-5252,['31'],"['16', '39', '29', '22', '37', '10', '17']","['32', '6', '5']",4015.0,670.0,4685.0,14.42922374429224,4525.0,1131.2,25.0,Exact Recombinant Match,,35.885844748858446,,,,,,,30,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,9,447-5922,14.4%,100.0%,0,14.42922374429224,,,,,,,,,,100.0,0.0,0,1,8,0,9,❌ None
65,66,8,50.0,2,10117,5,Case_E_Start_End,Step 1: Approximate,13,13,19,56,6,43,68.4%,23.2%,✅ Equal,75,26,49,2_Recombination events.csv|10117,10117,2_Recombination events.csv,3591,10000,['34'],1000,0.0001,0.02,0.1,5000,50,2448.0,3594.0,2448-3594,['34'],['36'],['45'],1143.0,6406.0,7549.0,0.0468091745982212,3591.0,897.8,25.0,Exact Recombinant Match,,33.009361834919645,,,,,,,30,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,5,3591-10000,0.0%,100.0%,0,0.0468091745982212,,,,,,,,,,100.0,0.0,0,1,8,0,5,❌ None
