,Unnamed: 0,Global_Rank,Tag_Rank,Tag_Specific_Quality_Score,Tag,Santa_ID,RDP_Event_ID,Match_Type,Source_Tab,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining,SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Tolerance,Max_End_Distance,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,Quality_Check,Reaches_Start,Reaches_End,Coverage_Percentage,Valid,Minor/Major,Start_Anchor,End_Anchor,Full_Coverage,Pre_Start_RDPs,RDP_Num,Santa_Breakpoints,Display_Coverage,Display_Seq_Ratio,Structural_Score,Coverage_Score,tag,Parent_Child_Type,Matched_Value,Breakpoint_Matches,Num_Breakpoint_Matches,Avg_Distance,Total_Distance,Start_Dist,End_Dist,Recombinant_Match_Score,Start_End_Diff_Score,Chain_Bonus,Step_Priority,Match_Type_Priority,Reaches_Priority,RDP_Set,Reaches_Status
38,38,39,4,98.6322188449848,19,9932,1,✅ Complete Match (1/1),Step 2: Best Match,7,7,7,39,0,32,100.0%,17.9%,✅ Equal,46,14,32,19_Recombination events.csv|9932,9932,19_Recombination events.csv,2160,10000,['33'],1000,0.000025,0.02,0.1,5000,50,2144,9976,2144-9976,['33'],"['3', '40', '46', '49']","['38', '14', '2']",16,24,40,99.7,,,,,🎯 Perfect (1/1),56.94,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,2160-10000,99.7%,100.0%,0,99.7,,,,,,,,,,100,96,0,1,3,0,1,❌ None
39,39,40,1,98.582995951417,14,9953,4,✅ Complete Match (1/1),Step 2: Best Match,3,3,4,52,1,49,75.0%,5.8%,✅ Equal,56,6,50,14_Recombination events.csv|9953,9953,14_Recombination events.csv,4662,4884,['1'],1000,0.000025,0.02,0.1,5000,50,4676,4910,4676-4910,['1'],['14'],"['34', '31', '21', '17', '48']",14,26,40,93.7,,,,,🎯 Perfect (1/1),55.74,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,4662-4884,93.7%,100.0%,0,93.7,,,,,,,,,,100,96,0,1,3,0,4,❌ None
40,40,41,1,98.53090172239108,20,9578,6,Standard_Match,Step 1: Approximate,4,4,6,31,2,27,66.7%,12.9%,✅ Equal,37,8,29,20_Recombination events.csv|9578,9578,20_Recombination events.csv,9804,10000,['31'],1000,0.000025,0.02,0.1,5000,50,9785,9977,9785-9977,['31'],"['16', '29', '21', '28', '50', '1', '17', '23', '33', '43']","['34', '25', '18', '22', '48', '45', '7', '38', '27', '42', '3', '9', '35', '41', '49', '6', '32', '24', '11', '44', '37', '10', '14']",19,23,42,88.26530612244898,196,49,25,Exact Recombinant Match,,54.6530612244898,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,9804-10000,88.3%,100.0%,0,88.26530612244898,,,,,,,,,,100,95.8,0,1,7,0,6,❌ None
41,41,42,2,98.44689378757516,3,9800,9,✅ Complete Match (1/1),Step 2: Best Match,9,9,11,37,2,28,81.8%,24.3%,✅ Equal,48,18,30,3_Recombination events.csv|9800,9800,3_Recombination events.csv,771,10000,['16'],1000,0.000025,0.02,0.1,5000,50,768,9970,768-9970,['16'],"['45', '34', '46']","['49', '28', '3']",3,30,33,99.7,,,,,🎯 Perfect (1/1),56.94,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,9,771-10000,99.7%,100.0%,0,99.7,,,,,,,,,,100,96.7,0,1,3,0,9,❌ None
42,42,43,3,98.43117408906885,5,8928,6,✅ Complete Match (1/1),Step 2: Best Match,6,6,6,46,0,40,100.0%,13.0%,✅ Equal,52,12,40,5_Recombination events.csv|8928,8928,5_Recombination events.csv,8304,9801,['49'],1000,0.000025,0.02,0.1,5000,50,8310,9838,8310-9838,['49'],"['34', '31', '15', '29', '25', '13', '7', '2', '27', '3', '35', '47', '16', '36', '6', '28', '32', '24', '21', '37', '23', '43']","['12', '39', '26', '20', '50', '41', '10']",6,37,43,99.6,,,,,🎯 Perfect (1/1),56.92,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,8304-9801,99.6%,100.0%,0,99.6,,,,,,,,,,100,95.7,0,1,3,0,6,❌ None
43,43,44,4,98.42958459979737,24,9811,8,✅ Complete Match (1/1),Step 2: Best Match,7,7,9,60,2,53,77.8%,11.7%,✅ Equal,69,14,55,24_Recombination events.csv|9811,9811,24_Recombination events.csv,9612,10000,['33'],1000,0.000025,0.02,0.1,5000,50,9628,9972,9628-9972,['33'],"['30', '28', '19', '22', '40', '47']","['35', '26', '43']",16,28,44,88.7,,,,,🎯 Perfect (1/1),54.74,100,1/1,100,1,1,1/1,70,98.5,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,8,9612-10000,88.7%,100.0%,0,88.7,,,,,,,,,,100,95.6,0,1,3,0,8,❌ None
44,44,45,2,97.97365754812564,20,9979,4,Standard_Match,Step 1: Approximate,4,4,6,31,2,27,66.7%,12.9%,✅ Equal,37,8,29,20_Recombination events.csv|9979,9979,20_Recombination events.csv,1473,2607,['9'],1000,0.000025,0.02,0.1,5000,50,1430,2617,1430-2617,['9'],['30'],"['18', '37']",43,10,53,100,1134,283.5,25,Exact Recombinant Match,,57,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,1473-2607,100.0%,100.0%,0,100,,,,,,,,,,100,94.7,0,1,7,0,4,❌ None
45,45,46,5,97.7710233029382,24,9771,4,Standard_Match,Step 1: Approximate,7,7,9,60,2,53,77.8%,11.7%,✅ Equal,69,14,55,24_Recombination events.csv|9771,9771,24_Recombination events.csv,2265,7524,['43'],1000,0.000025,0.02,0.1,5000,50,2256,7572,2256-7572,['43'],"['26', '35']",['34'],9,48,57,100,4741,1185.2,25,Exact Recombinant Match,,57,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,2265-7524,100.0%,100.0%,0,100,,,,,,,,,,100,94.3,0,1,7,0,4,❌ None
46,46,47,4,97.70642201834862,6,9610,8,Standard_Match,Step 1: Approximate,9,9,9,39,0,30,100.0%,23.1%,✅ Equal,48,18,30,6_Recombination events.csv|9610,9610,6_Recombination events.csv,8082,10000,['31'],1000,0.000025,0.02,0.1,5000,50,8056,9962,8056-9962,['31'],"['12', '34', '36', '50', '9', '43']",['26'],26,38,64,98.01876955161627,1918,479.5,25,Exact Recombinant Match,,56.603753910323256,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,8,8082-10000,98.0%,100.0%,0,98.01876955161627,,,,,,,,,,100,93.6,0,1,7,0,8,❌ None
47,47,48,4,97.41902834008098,5,10085,5,Standard_Match,Step 1: Approximate,6,6,6,46,0,40,100.0%,13.0%,✅ Equal,52,12,40,5_Recombination events.csv|10085,10085,5_Recombination events.csv,6159,8682,['44'],1000,0.000025,0.02,0.1,5000,50,6128,8650,6128-8650,['44'],['16'],"['13', '15', '24']",31,32,63,98.7316686484344,2523,630.8,25,Exact Recombinant Match,,56.74633372968688,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,6159-8682,98.7%,100.0%,0,98.7316686484344,,,,,,,,,,100,93.7,0,1,7,0,5,❌ None
48,48,49,6,96.47532729103726,13,9866,9,Case_F_Start_Start,Step 1: Approximate,12,12,16,62,4,50,75.0%,19.4%,✅ Equal,78,24,54,13_Recombination events.csv|9866,9866,13_Recombination events.csv,7980,8151,['50'],1000,0.000025,0.02,0.1,5000,50,7986,8080,7986-8080,['50'],['14'],"['41', '8', '46', '34']",6,71,77,54.97076023391813,171,42.8,25,Exact Recombinant Match,,47.994152046783626,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,9,7980-8151,55.0%,100.0%,0,54.97076023391813,,,,,,,,,,100,92.3,0,1,8,0,9,❌ None
49,49,50,2,95.93453009503696,11,9930,3,✅ Complete Match (1/1),Step 2: Best Match,7,6,7,48,0,42,100.0%,12.5%,❌ Diff: RDP=7 vs Santa=6,55,13,42,11_Recombination events.csv|9930,9930,11_Recombination events.csv,7002,10000,"['5', '7']",1000,0.000025,0.02,0.1,5000,50,7014,9882,7014-9882,"['5', '7']","['44', '48']","['8', '29', '20', '18', '19', '22', '17', '10', '14']",12,118,130,95.7,,,,,✅ Complete (2/2),54.14,100,2/2,100,2,2,2/2,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,7002-10000,95.7%,100.0%,0,95.7,,,,,,,,,,100,87,0,1,3,0,3,❌ None
50,50,51,1,95.01061571125264,22,9933,2,Standard_Match,Step 1: Approximate,4,4,4,34,0,30,100.0%,11.8%,✅ Equal,38,8,30,22_Recombination events.csv|9933,9933,22_Recombination events.csv,1191,2937,['27'],1000,0.000025,0.02,0.1,5000,50,1196,3084,1196-3084,['27'],"['47', '33']","['26', '44', '6', '31', '42', '21', '1', '40', '13']",5,147,152,99.71363115693012,1746,436.5,25,Exact Recombinant Match,,54.942726231386025,,,,,,,50,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,1191-2937,99.7%,100.0%,0,99.71363115693012,,,,,,,,,,100,84.8,0,1,7,0,2,❌ None
51,51,52,7,93.65558912386707,13,9906,8,✅ Complete Match (1/1),Step 2: Best Match,12,12,16,62,4,50,75.0%,19.4%,✅ Equal,78,24,54,13_Recombination events.csv|9906,9906,13_Recombination events.csv,3735,10000,['28'],1000,0.000025,0.02,0.1,5000,50,3760,9892,3760-9892,['28'],"['12', '24', '3']","['45', '9', '20']",25,108,133,97.9,,,,,🎯 Perfect (1/1),54.58,100,1/1,100,1,1,1/1,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,8,3735-10000,97.9%,100.0%,0,97.9,,,,,,,,,,100,86.7,0,1,3,0,8,❌ None
52,52,53,6,93.51570415400204,24,9774,1,Standard_Match,Step 1: Approximate,7,7,9,60,2,53,77.8%,11.7%,✅ Equal,69,14,55,24_Recombination events.csv|9774,9774,24_Recombination events.csv,348,7719,['50'],1000,0.000025,0.02,0.1,5000,50,291,7803,291-7803,['50'],"['7', '11', '6', '37', '4']","['12', '18', '41', '45']",57,84,141,100,2629,657.2,25,Exact Recombinant Match,,57,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,348-7719,100.0%,100.0%,0,100,,,,,,,,,,100,85.9,0,1,7,0,1,❌ None
53,53,54,2,92.34234234234232,21,9939,"5, 8",Cross Match (Case_S1_E2E),Step 6: Cross Matches,8,7,8,47,0,40,100.0%,14.9%,❌ Diff: RDP=8 vs Santa=7,55,15,40,21_Recombination events.csv|9939,9939,21_Recombination events.csv,3099,10000,"['1', '22']",1000,0.000025,0.02,0.1,5000,50,2950,9995,2950-9995 | 7306-9922,"['1', '22'] | ['1', '22']","['37', '28'] | ['47', '26', '48']","['24', '2', '4', '43', '49', '29', '20', '50', '18', '40', '9', '23', '33', '46', '10', '14'] | ['50']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,✅ Yes,✅ Yes,100,✅ Yes,✅ Yes,5,8,,0,"5, 8",3099-10000,100.0%,100.0%,100,100,,,,,,,,,,100,84.6,5,3,4,100,"5,8",✅ Start+End
54,54,55,2,91.49590163934424,23,9791,2,Standard_Match,Step 1: Approximate,4,4,5,35,1,31,80.0%,11.4%,✅ Equal,40,8,32,23_Recombination events.csv|9791,9791,23_Recombination events.csv,6876,10000,['20'],1000,0.000025,0.02,0.1,5000,50,7052,9986,7052-9986,['20'],"['39', '28', '35', '46', '48']","['16', '38', '31', '40', '10']",176,14,190,93.91805377720873,3124,781,25,Exact Recombinant Match,,53.78361075544174,,,,,,,50,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,6876-10000,93.9%,100.0%,0,93.91805377720873,,,,,,,,,,100,81,0,1,7,0,2,❌ None
55,55,56,3,91.2209889001009,17,9758,"6, 7",Cross Match (Case_S1_E2E),Step 6: Cross Matches,7,6,7,29,0,23,100.0%,20.7%,❌ Diff: RDP=7 vs Santa=6,36,13,23,17_Recombination events.csv|9758,9758,17_Recombination events.csv,819,5760,"['30', '37']",1000,0.000025,0.02,0.1,5000,50,1000,5762,1000-1645 | 3873-5762,"['30', '37'] | ['30', '37']","['45', '34', '7', '2', '25', '21', '18', '22', '48'] | ['45', '34', '7', '2', '25', '21', '18', '22', '48']","['26', '31', '29', '19', '38', '9', '33', '47', '41', '10', '6', '28', '32', '24', '11', '44', '50', '17', '4'] | ['26', '31', '29', '19', '38', '9', '33', '47', '41', '10', '6', '28', '32', '24', '11', '44', '50', '17', '4']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,✅ Yes,✅ Yes,100,✅ Yes,✅ Yes,7,6,,0,"6, 7",819-5760,100.0%,100.0%,100,100,,,,,,,,,,100,81.7,5,3,4,100,"7,6",✅ Start+End
56,56,57,3,91.04104104104104,21,9937,6,Standard_Match,Step 1: Approximate,8,7,8,47,0,40,100.0%,14.9%,❌ Diff: RDP=8 vs Santa=7,55,15,40,21_Recombination events.csv|9937,9937,21_Recombination events.csv,3954,10000,['14'],1000,0.000025,0.02,0.1,5000,50,4018,9884,4018-9884,['14'],"['2', '4', '43', '18', '40', '46', '10']",['30'],64,116,180,97.02282500826992,3954,988.5,25,Exact Recombinant Match,,54.40456500165399,,,,,,,50,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,3954-10000,97.0%,100.0%,0,97.02282500826992,,,,,,,,,,100,82,0,1,7,0,6,❌ None
57,57,58,4,90.44265593561369,12,9872,6,Standard_Match,Step 1: Approximate,6,6,6,37,0,31,100.0%,16.2%,✅ Equal,43,12,31,12_Recombination events.csv|9872,9872,12_Recombination events.csv,6948,8577,['16'],1000,0.000025,0.02,0.1,5000,50,6926,8403,6926-8403,['16'],"['1', '13']","['38', '25', '10', '22']",22,174,196,89.31860036832413,1629,407.2,25,Exact Recombinant Match,,52.86372007366482,,,,,,,50,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,6948-8577,89.3%,100.0%,0,89.31860036832413,,,,,,,,,,100,80.4,0,1,7,0,6,❌ None
58,58,59,4,89.73973973973975,21,8628,3,✅ Complete Match (1/1),Step 2: Best Match,8,7,8,47,0,40,100.0%,14.9%,❌ Diff: RDP=8 vs Santa=7,55,15,40,21_Recombination events.csv|8628,8628,21_Recombination events.csv,3960,10000,"['13', '44']",1000,0.000025,0.02,0.1,5000,50,4164,9998,4164-9998,"['13', '44']","['30', '47', '26', '48']","['38', '31', '42', '19', '35', '17']",204,2,206,96.6,,,,,✅ Complete (2/2),54.32,100,2/2,100,2,2,2/2,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,3960-10000,96.6%,100.0%,0,96.6,,,,,,,,,,100,79.4,0,1,3,0,3,❌ None
59,59,60,3,88.9245156980628,3,9008,6,✅ Complete Match (1/1),Step 2: Best Match,9,9,11,37,2,28,81.8%,24.3%,✅ Equal,48,18,30,3_Recombination events.csv|9008,9008,3_Recombination events.csv,3117,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '23', '24', '25', '26', '27', '29', '3', '31', '32', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '5', '50', '6', '7', '8', '9']",1000,0.000025,0.02,0.1,5000,50,3056,9971,3056-9971,"['39', '26', '4', '31', '15', '29', '18', '19', '13', '48', '7', '38', '27', '43', '9', '35', '47', '41', '8', '36', '12', '32', '24', '44', '50', '1', '40', '17', '10', '14']","['31', '28', '49']","['5', '21', '11']",61,29,90,99.6,,,,,✅ Complete (30/30),56.92,66.7,30/30,100,45,30,30/30,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,3117-10000,99.6%,100.0%,0,99.6,,,,,,,,,,86.66666666666667,91,0,1,3,0,6,❌ None
60,60,61,2,88.88888888888889,8,9934,2,⭐ Excellent Match (1/1),Step 2: Best Match,8,8,13,58,5,50,61.5%,13.8%,✅ Equal,71,16,55,8_Recombination events.csv|9934,9934,8_Recombination events.csv,9414,9828,"['10', '2', '23', '26', '33', '34', '38', '46', '48']",1000,0.000025,0.02,0.1,5000,50,9414,9825,9414-9825,"['34', '26', '2', '38', '23', '33', '46', '10', '48']","['36', '27', '25', '29', '28', '3', '35', '41', '13', '14']","['16', '11', '30', '31', '15', '20', '37', '1', '47', '5']",0,3,3,99.3,,,,,✅ Complete (9/9),58.86,100,9/9,100,9,9,9/9,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,9414-9828,99.3%,100.0%,0,99.3,,,,,,,,,,77.77777777777779,99.7,0,1,2,0,2,❌ None
61,61,62,4,87.5,17,9512,3,⭐ Excellent Match (1/1),Step 2: Best Match,7,6,7,29,0,23,100.0%,20.7%,❌ Diff: RDP=7 vs Santa=6,36,13,23,17_Recombination events.csv|9512,9512,17_Recombination events.csv,3873,5835,"['12', '13', '14', '15', '16', '19', '42', '43', '49']",1000,0.000025,0.02,0.1,5000,50,3867,5838,3867-5838,"['12', '16', '49', '42', '15', '43', '13', '14']","['8', '27', '1', '40', '35', '5']","['36', '39', '23']",6,3,9,100,,,,,✅ Complete (8/8),59,88.9,8/8,100,9,8,8/8,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,3873-5835,100.0%,100.0%,0,100,,,,,,,,,,75,99.1,0,1,2,0,3,❌ None
62,62,63,2,87.44934143870313,4,9037,6,⭐ Excellent Match (1/1),Step 2: Best Match,5,5,7,55,2,50,71.4%,9.1%,✅ Equal,62,10,52,4_Recombination events.csv|9037,9037,4_Recombination events.csv,603,8325,"['10', '18', '2', '24', '26', '32', '39', '41', '47', '49', '5']",1000,0.000025,0.02,0.1,5000,50,611,8319,611-8319,"['39', '32', '24', '2', '49', '18', '41', '10']","['28', '20', '50']","['34', '26', '31', '15', '25', '29', '22', '5', '13', '48', '45', '7', '30', '27', '38', '42', '43', '3', '9', '35', '33', '47', '8', '16', '36', '6', '12', '11', '44', '21', '1', '37', '40', '17', '46', '23', '4', '14']",8,6,14,99.8,,,,,✅ Complete (8/8),58.96,72.7,8/8,100,11,8,8/8,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,603-8325,99.8%,100.0%,0,99.8,,,,,,,,,,75,98.6,0,1,2,0,6,❌ None
63,63,64,3,85.20561685055165,8,10117,12,✅ Complete Match (1/1),Step 2: Best Match,8,8,13,58,5,50,61.5%,13.8%,✅ Equal,71,16,55,8_Recombination events.csv|10117,10117,8_Recombination events.csv,2619,10000,['21'],1000,0.000025,0.02,0.1,5000,50,2869,9952,2869-9952,['21'],"['25', '29', '28', '3', '22', '35', '41', '14']","['39', '40']",250,48,298,96,,,,,🎯 Perfect (1/1),54.2,100,1/1,100,1,1,1/1,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,12,2619-10000,96.0%,100.0%,0,96,,,,,,,,,,100,70.2,0,1,3,0,12,❌ None
64,64,65,5,84.89879132080966,6,9307,9,✅ Complete Match (1/1),Step 2: Best Match,9,9,9,39,0,30,100.0%,23.1%,✅ Equal,48,18,30,6_Recombination events.csv|9307,9307,6_Recombination events.csv,9369,10000,"['12', '31', '34', '36', '43', '50', '9']",1000,0.000025,0.02,0.1,5000,50,9350,9984,9350-9984,"['12', '34', '36', '31', '50', '9', '43']","['44', '2', '27', '15', '25', '21', '20', '1', '37', '40', '17', '23', '47', '41', '10', '14', '48']","['39', '7', '6', '42', '28', '35', '33']",19,16,35,97.5,,,,,✅ Complete (7/7),56.5,100,7/7,100,7,7,7/7,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,9,9369-10000,97.5%,100.0%,0,97.5,,,,,,,,,,71.42857142857143,96.5,0,1,3,0,9,❌ None
65,65,66,8,83.70018702344987,13,9916,5,✅ Complete Match (1/1),Step 2: Best Match,12,12,16,62,4,50,75.0%,19.4%,✅ Equal,78,24,54,13_Recombination events.csv|9916,9916,13_Recombination events.csv,441,1701,"['15', '19', '21', '35', '36', '39', '4']",1000,0.000025,0.02,0.1,5000,50,482,1707,482-1707,"['39', '36', '15', '21', '19', '35', '4']",['14'],"['38', '5']",41,6,47,96.7,,,,,✅ Complete (7/7),56.34,100,7/7,100,7,7,7/7,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,441-1701,96.7%,100.0%,0,96.7,,,,,,,,,,71.42857142857143,95.3,0,1,3,0,5,❌ None
66,66,67,1,82.84739454094293,25,3260,3,✅ Complete Match (1/1),Step 2: Best Match,6,6,8,31,2,25,75.0%,19.4%,✅ Equal,39,12,27,25_Recombination events.csv|3260,3260,25_Recombination events.csv,5391,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.000025,0.02,0.1,5000,50,5121,9998,5121-9998,"['15', '18', '19', '22', '5', '48', '7', '38', '43', '20', '33', '47', '41', '10', '6', '28', '32', '24', '11', '21', '40', '17', '23', '46', '4', '14']","['45', '34', '50', '1', '43', '13']","['39', '36', '2', '30', '42', '31', '44', '25', '9', '35']",270,2,272,100,,,,,✅ Complete (26/26),55,52,26/26,100,50,26,26/26,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,5391-10000,100.0%,100.0%,0,100,,,,,,,,,,92.3076923076923,72.8,0,1,3,0,3,❌ None
67,67,68,5,81.86043186043186,21,9400,7,✅ Complete Match (1/1),Step 2: Best Match,8,7,8,47,0,40,100.0%,14.9%,❌ Diff: RDP=8 vs Santa=7,55,15,40,21_Recombination events.csv|9400,9400,21_Recombination events.csv,3351,6306,"['21', '27', '3', '34', '36', '45', '5']",1000,0.000025,0.02,0.1,5000,50,3391,6268,3391-6268,"['45', '34', '36', '27', '21', '3', '5']","['12', '39', '7', '8', '11', '6', '15', '25', '28', '37']","['10', '2', '43', '46', '33', '4']",40,38,78,97.4,,,,,✅ Complete (7/7),56.48,100,7/7,100,7,7,7/7,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,7,3351-6306,97.4%,100.0%,0,97.4,,,,,,,,,,71.42857142857143,92.2,0,1,3,0,7,❌ None
68,68,69,5,81.45896656534954,19,1347,6,✅ Complete Match (1/1),Step 2: Best Match,7,7,7,39,0,32,100.0%,17.9%,✅ Equal,46,14,32,19_Recombination events.csv|1347,1347,19_Recombination events.csv,2154,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.000025,0.02,0.1,5000,50,2115,9942,2115-9942,"['7', '16', '32', '6', '50', '22', '10']","['44', '4', '31', '27', '9', '43', '48']","['39', '24', '36', '30', '20', '1', '19', '17', '23', '41', '13']",39,58,97,99.3,,,,,✅ Complete (7/7),56.86,14,7/7,100,50,7,7/7,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,2154-10000,99.3%,100.0%,0,99.3,,,,,,,,,,71.42857142857143,90.3,0,1,3,0,6,❌ None
69,69,70,3,80.4369918699187,15,9330,5,✅ Complete Match (1/1),Step 2: Best Match,5,5,5,25,0,20,100.0%,20.0%,✅ Equal,30,10,20,15_Recombination events.csv|9330,9330,15_Recombination events.csv,7395,8517,"['12', '31', '43', '46']",1000,0.000025,0.02,0.1,5000,50,7337,8502,7337-8502,"['31', '43', '46']","['12', '1', '16', '2']","['38', '25', '29', '21', '50', '40', '9', '22', '47']",58,15,73,98.7,,,,,✅ Complete (3/3),56.74,75,3/3,100,4,3,3/3,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,7395-8517,98.7%,100.0%,0,98.7,,,,,,,,,,66.66666666666666,92.7,0,1,3,0,5,❌ None
70,70,71,6,75.65100546751923,6,9291,6,✅ Complete Match (1/1),Step 2: Best Match,9,9,9,39,0,30,100.0%,23.1%,✅ Equal,48,18,30,6_Recombination events.csv|9291,9291,6_Recombination events.csv,816,3306,"['11', '13', '16', '18', '19', '22', '26', '29', '32', '4', '45', '46', '49', '5', '8']",1000,0.000025,0.02,0.1,5000,50,712,3342,712-3342,"['45', '8', '32', '11', '29', '18', '19', '22', '46', '5', '4']","['44', '2', '27', '15', '25', '21', '20', '3', '1', '37', '40', '17', '23', '47', '41', '10', '14', '48']","['12', '34', '26', '7', '16', '36', '39', '49', '6', '31', '42', '28', '50', '9', '35', '33', '43']",104,36,140,100,,,,,✅ Complete (11/11),55,73.3,11/11,100,15,11,11/11,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,816-3306,100.0%,100.0%,0,100,,,,,,,,,,63.63636363636363,86,0,1,3,0,6,❌ None
71,71,72,4,75.38410153640615,3,3941,7,✅ Complete Match (1/1),Step 2: Best Match,9,9,11,37,2,28,81.8%,24.3%,✅ Equal,48,18,30,3_Recombination events.csv|3941,3941,3_Recombination events.csv,7536,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.000025,0.02,0.1,5000,50,7244,9965,7244-9965,"['39', '26', '4', '31', '19', '13', '48', '7', '43', '27', '9', '35', '47', '41', '8', '36', '24', '44', '50', '1', '40', '17', '10', '14']",['28'],"['12', '11', '15', '29', '21', '18', '5']",292,35,327,98.6,,,,,✅ Complete (24/24),54.72,48,24/24,100,50,24,24/24,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,7,7536-10000,98.6%,100.0%,0,98.6,,,,,,,,,,83.33333333333334,67.3,0,1,3,0,7,❌ None
