SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_Event_ID,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Source_Tab,Match_Type,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Santa_Recombinant_Full,Santa_Recombinant_List,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,Reaches_End,Reaches_Start,RDP_Recombinant_Full,RDP_Recombinant_List,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,All_Collected_Recombinants,All_Collected_Recombinants_Count,Recombinants_List,Coverage_Percentage,Start_Gap,End_Gap,_Total_Distance,RDP_Match_Types,Tag,Santa_ID,Recombinant_Match_Score,Start_End_Diff_Score,RDP_Set,Tag_Specific_Quality_Score,Tag_Rank,Global_Rank,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining
10_Recombination events.csv|2371,2371,10_Recombination events.csv,6780,10000,"['18', '34']",1000,2.5e-05,0.005,0.1,5000,50,1,6778,9999,6778-9999,"['18', '34']",['38'],"['1', '29', '14', '17']",2.0,1.0,3.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (2/2),59.0,100.0,2/2,100.0,2.0,2.0,2/2,99.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2371,100.0,99.7,1,100.0,1,1,1,1,1,8,0,7,100.0%,12.5%,✅ Equal,9,2,7
33_Recombination events.csv|2003,2003,33_Recombination events.csv,8022,10000,"10, 11, 19, 2, 21, 29, 33, 34, 43, 44, 47, 5, 50",1000,2.5e-05,0.005,0.1,5000,50,3,8079,9976,8079-9976,"['35', '30', '39', '3', '36', '26', '8', '42', '13', '40', '25', '6', '38', '23', '49', '22', '12', '14', '46', '45']","['44', '29', '21', '43', '34', '2', '47', '11', '5', '50', '33', '10', '19']","['1', '37', '28', '32', '4', '18', '27', '16', '9', '48', '17', '15', '41', '20']",,,,0.0,,,,Step 7: Start-End Parent-Child,🎯 Start-End Parent-Child (Minor_Exact_Match),,,35.0,,,0.0,13.0,20.0,,,,8022-10000,1978.0,13.0,"['10', '11', '19', '2', '21', '29', '33', '34', '43', '44', '47', '5', '50']","10, 11, 19, 2, 21, 29, 33, 34, 43, 44, 47, 5, 50",,,,,,0/20,0.0,✅ Yes,✅ Yes,✅ Yes,"12, 13, 14, 22, 23, 25, 26, 3, 30, 35, 36, 38, 39, 40, 42, 45, 46, 49, 6, 8","12, 13, 14, 22, 23, 25, 26, 3, 30, 35, 36, 38, 39, 40, 42, 45, 46, 49, 6, 8",,1.0,,,,,,,,,,,0.0,,,,Minor_Exact_Match,33,2003,0.0,91.9,3,46.60243407707911,3,151,3,3,3,10,0,7,100.0%,30.0%,✅ Equal,13,6,7
79_Recombination events.csv|1880,1880,79_Recombination events.csv,1524,7872,"['1', '11', '12', '13', '16', '19', '21', '26', '27', '28', '29', '3', '30', '34', '35', '36', '38', '40', '41', '43', '46', '48', '6', '7', '8']",1000,2.5e-05,0.005,0.1,5000,50,1,7944,9979,7944-9979,"['1', '29', '35', '43', '11', '30', '28', '3', '27', '36', '16', '48', '26', '8', '13', '19', '40', '21', '6', '38', '34', '12', '46', '7', '41']","['24', '15', '39', '2', '50', '17', '33', '10', '25', '31', '32', '18', '49', '23', '47', '22', '14', '37', '4', '5', '9']","['45', '44', '20', '42']",6420.0,2107.0,8527.0,0.0,3652.0,913.0,25.0,Step 1: Approximate,Case_B_End_Ini,Exact Recombinant Match,,30.599999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,1880,92.0,0.0,1,46.0,2,152,2,2,3,5,1,3,66.7%,40.0%,✅ Equal,8,4,4
23_Recombination events.csv|2401,2401,23_Recombination events.csv,3351,10000,"['20', '35']",1000,2.5e-05,0.005,0.1,5000,50,1,3450,9966,3450-9966,"['35', '20']","['33', '9', '41', '34']","['19', '47', '42']",99.0,34.0,133.0,98.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),56.6,100.0,2/2,100.0,2.0,2.0,2/2,80.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2401,0.0,86.7,1,45.345188284518834,2,153,2,2,2,4,0,2,100.0%,50.0%,✅ Equal,6,4,2
60_Recombination events.csv|2461,2461,60_Recombination events.csv,3096,10000,"['17', '3', '49']",1000,2.5e-05,0.005,0.1,5000,50,4,3248,9937,3248-9937,"['3', '49', '17']","['1', '40', '44', '21', '15']","['47', '43', '34', '28']",152.0,63.0,215.0,96.9,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (3/3),54.38,100.0,3/3,100.0,3.0,3.0,3/3,65.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,2461,0.0,78.5,4,39.48692152917504,4,154,4,4,4,7,0,3,100.0%,57.1%,✅ Equal,11,8,3
20_Recombination events.csv|2438,2438,20_Recombination events.csv,2499,3606,"['10', '36']",1000,2.5e-05,0.005,0.1,5000,50,4,2588,3770,2588-3770,"['36', '10']","['48', '31']","['15', '43']",89.0,164.0,253.0,91.9602529358627,1107.0,276.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,23.39205058717254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2438,0.0,74.7,4,37.61329305135952,3,155,3,3,4,12,1,9,75.0%,25.0%,✅ Equal,16,6,10
78_Recombination events.csv|2263,2263,78_Recombination events.csv,3114,9744,"['1', '12', '16', '23', '29', '34', '41', '7', '8']",1000,2.5e-05,0.005,0.1,5000,50,3,3125,9996,3125-9996,['8'],"['1', '12', '29', '7']","['44', '24', '35', '11', '30', '39', '28', '3', '27', '2', '36', '50', '17', '19', '21', '25', '31', '38', '49', '47', '14', '37', '46', '4']",11.0,252.0,263.0,99.8,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),54.96,11.1,1/1,100.0,9.0,1.0,1/1,61.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,2263,0.0,73.7,3,37.03517587939699,4,156,5,4,6,15,1,11,83.3%,26.7%,❌ Diff: RDP=5 vs Santa=4,21,9,12
11_Recombination events.csv|2388,2388,11_Recombination events.csv,231,3555,"23, 41, 45, 9",1000,2.5e-05,0.005,0.1,5000,50,2,101,3782,101-3782,['40'],"['43', '31']","['23', '45', '9', '41']",,,,0.0,,,,Step 7: Start-End Parent-Child,🎯 Start-End Parent-Child (Major_Exact_Match),,,35.0,,,0.0,4.0,1.0,,,,231-3555,3324.0,4.0,"['23', '41', '45', '9']","23, 41, 45, 9",,,,,,0/1,0.0,✅ Yes,✅ Yes,✅ Yes,40,40,,1.0,,,,,,,,,,,0.0,,,,Major_Exact_Match,11,2388,0.0,64.30000000000001,2,32.90685772773798,3,157,3,3,4,10,1,7,75.0%,30.0%,✅ Equal,14,6,8
96_Recombination events.csv|2206,2206,96_Recombination events.csv,753,10000,"['11', '15', '23', '41', '46']",1000,2.5e-05,0.005,0.1,5000,50,3,2340,9908,2340-9908,"['46', '23', '11', '15', '41']","['28', '32', '25', '43', '34', '36', '17', '19']","['1', '44', '29', '24', '35', '30', '39', '3', '27', '2', '16', '48', '50', '26', '8', '33', '10', '13', '42', '20', '40', '21', '31', '18', '49', '6', '38', '47', '12', '14', '37', '4', '7', '5', '9', '45']",1587.0,92.0,1679.0,81.84275981399372,753.0,188.2,25.0,Step 1: Approximate,Case_A_End_End,Exact Recombinant Match,,31.368551962798744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,2206,40.0,0.0,3,20.0,3,158,3,3,3,7,0,4,100.0%,42.9%,✅ Equal,10,6,4
78_Recombination events.csv|2509,2509,78_Recombination events.csv,4719,8121,41,1000,2.5e-05,0.005,0.1,5000,50,2,188,8118,188-8118 | 4720-8117,['41'] | ['41'],"['1', '29', '7'] | ['9']","['40', '43', '5', '45', '26', '33', '10', '15', '20'] | ['40', '43', '5', '45', '26', '33', '10', '15', '20']",,,,100.0,,,,Step 5: Cluster,Cluster (2 RDPs),,,89.5,,,100.0,1.0,1.0,,,,4719-8121,3402.0,1.0,['41'],41,,,,,,1/1,100.0,✅ Yes,✅ Yes,✅ Yes,41,41,,2.0,,,,,,,,,,,100.0,1.0,3.0,,,78,2509,0.0,0.0,2,0.0,5,159,5,4,6,15,1,11,83.3%,26.7%,❌ Diff: RDP=5 vs Santa=4,21,9,12
36_Recombination events.csv|2452,2452,36_Recombination events.csv,4995,10000,47,1000,2.5e-05,0.005,0.1,5000,50,5,1449,9990,4998-9990 | 1449-4988,['47'] | ['47'],"['10'] | ['6', '37', '26']","['22', '32'] | ['44', '29', '24', '35', '43', '30', '15', '39', '28', '3', '27', '16', '48', '50', '17', '42', '8', '33', '13', '19', '20', '40', '21', '25', '31', '18', '32', '49', '23', '34', '22', '14', '46', '4', '7', '5', '9', '41']",,,,100.0,,,,Step 6: Cross Matches,Cross Match (Case_E2_E1E),,,85.5,,,100.0,1.0,1.0,,,,4995-10000,5005.0,1.0,['47'],47,,,,,,1/1,100.0,✅ Yes,✅ Yes,✅ Yes,47,47,,2.0,,,,,,,,,,,100.0,,,17.0,,36,2452,0.0,0.0,5,0.0,5,160,5,4,5,7,0,3,100.0%,57.1%,❌ Diff: RDP=5 vs Santa=4,12,9,3
31_Recombination events.csv|2424,2424,31_Recombination events.csv,3939,10000,"13, 15, 16, 20, 22, 25, 30, 34, 35, 38, 39, 41, 43, 5",1000,2.5e-05,0.005,0.1,5000,50,3,24,3966,24-3966,"['40', '37', '31', '47', '9']","['12', '21']","['25', '35', '38', '43', '34', '30', '16', '5', '22', '13', '15', '41', '20', '39']",,,,0.0,,,,Step 7: Start-End Parent-Child,🎯 Start-End Parent-Child (Major_Exact_Match),,,5.0,,,0.0,14.0,5.0,,,,3939-10000,6061.0,14.0,"['13', '15', '16', '20', '22', '25', '30', '34', '35', '38', '39', '41', '43', '5']","13, 15, 16, 20, 22, 25, 30, 34, 35, 38, 39, 41, 43, 5",,,,,,0/5,0.0,❌ No (Partial Match),❌ No,❌ No,"31, 37, 40, 47, 9","31, 37, 40, 47, 9",,1.0,,,,,,,,,,,0.0,,,,Major_Exact_Match,31,2424,0.0,0.0,3,0.0,2,161,2,2,3,6,1,4,66.7%,33.3%,✅ Equal,9,4,5
